1	0	0	0
1	50	50	50
1	100	100	100
1	150	150	150
1	200	200	200
1	250	250	250
1	300	300	300
1	350	350	350
1	400	400	400
1	450	450	450


1	-0.000187305363071587575	-0.000187305363071587575	-0.000187305363071587575
1	94.9996693688656251	94.9996693688656251	94.9996693688656251
1	189.999406058162577	189.999406058162577	189.999406058162577
1	284.999128855396748	284.999128855396748	284.999128855396748
1	379.998849570640175	379.998849570640175	379.998849570640175
1	474.998573091625076	474.998573091625076	474.998573091625076
1	569.998306013433535	569.998306013433535	569.998306013433535
1	664.998066621807084	664.998066621807084	664.998066621807084
1	759.997939061616648	759.997939061616648	759.997939061616648
1	854.998882077162762	854.998882077162762	854.998882077162762


